Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyHours,MonthlyWorkingHours,Salary_per_hour
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,1,Yes,12,3,4,1,6,2,2,6,4,0,5,10,220,28.736363636363638
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,1,No,20,4,3,1,1,2,3,1,0,0,0,8,176,11.835227272727273
53,No,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,7,No,20,4,4,0,18,2,4,14,7,8,10,8,176,47.61931818181818
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,1,No,12,3,4,1,10,4,2,10,9,8,8,8,176,15.289772727272727
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,2,No,14,3,4,2,5,4,3,1,1,0,0,8,176,24.352272727272727
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,1,Yes,13,3,3,1,3,2,3,3,2,0,2,10,220,12.086363636363636
37,No,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,1,No,15,3,3,1,10,2,3,10,7,7,8,8,176,53.60227272727273
29,No,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,1,No,14,3,1,1,6,5,2,6,0,1,2,8,176,31.59659090909091
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,1,No,13,3,2,0,17,3,3,17,11,11,8,8,176,37.76136363636363
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,3,Male,30,3,2,Healthcare Representative,4,Divorced,3,No,23,4,3,1,15,2,1,13,11,4,7,8,176,43.89204545454545
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,2,No,15,3,3,1,16,1,4,9,7,7,1,8,176,60.9375
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,2,Yes,11,3,3,1,13,2,3,3,2,0,2,10,220,40.21363636363636
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,0,No,13,3,4,0,5,0,3,4,2,1,1,8,176,11.619318181818182
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1,Yes,11,3,4,0,1,5,3,1,0,1,1,10,220,4.586363636363636
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,1,Yes,11,3,1,0,10,3,3,10,8,9,7,10,220,15.218181818181819
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1,No,18,3,3,2,1,3,3,1,0,0,0,8,176,7.278409090909091
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2,No,16,3,1,1,5,3,4,3,2,0,2,8,176,16.017045454545453
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,0,No,22,4,3,1,4,4,3,3,2,1,2,8,176,27.5625
38,No,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,0,No,20,4,1,0,8,2,3,7,7,0,5,8,176,22.886363636363637
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,1,No,18,3,4,1,10,5,3,10,7,2,8,8,176,15.454545454545455
48,No,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,3,No,12,3,4,0,12,3,3,2,2,2,2,8,176,46.13636363636363
27,No,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,1,Yes,20,4,2,2,6,3,3,6,5,0,4,10,220,21.12272727272727
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,3,No,17,3,1,0,4,2,3,1,0,0,0,8,176,26.59090909090909
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,1,Yes,11,3,3,3,20,3,3,20,8,3,8,10,220,14.64090909090909
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,1,No,14,3,2,0,9,3,4,8,7,7,7,8,176,48.98295454545455
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,9,No,14,3,1,0,4,3,3,2,2,2,0,8,176,26.005681818181817
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,1,No,11,3,1,0,20,4,3,20,7,11,10,8,176,25.869318181818183
32,No,Travel_Rarely,929,Sales,10,3,Marketing,4,Male,55,3,2,Sales Executive,4,Single,1,No,12,3,4,0,10,2,2,10,7,0,8,8,176,30.65909090909091
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,3,Yes,14,3,1,1,18,4,3,4,3,1,3,10,220,30.89090909090909
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,2,Female,33,4,2,Healthcare Representative,4,Single,0,No,13,3,3,0,10,4,2,9,7,1,8,8,176,43.32386363636363
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,1,No,11,3,4,0,9,3,3,9,7,0,7,8,176,42.11363636363637
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,3,Female,39,3,3,Research Director,4,Single,3,No,15,3,4,0,10,6,3,7,7,7,7,8,176,63.40340909090909
47,No,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,2,No,12,3,4,0,20,2,3,7,7,1,7,8,176,28.181818181818183
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,5,Yes,21,4,3,1,20,2,3,18,13,1,12,10,220,47.61363636363637
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,3,No,19,3,3,0,32,3,3,5,1,1,3,8,176,84.17045454545455
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,3,No,15,3,2,3,23,2,2,21,6,12,6,8,176,108.75568181818181
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,8,No,14,3,4,0,10,1,3,2,2,2,2,8,176,30.710227272727273
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,1,No,21,4,3,2,9,4,2,9,7,1,7,8,176,49.96022727272727
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,1,No,12,3,2,1,22,3,3,22,7,2,10,8,176,109.0284090909091
50,No,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,7,No,15,3,4,1,4,2,3,2,2,2,2,8,176,22.017045454545453
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,7,Yes,13,3,4,0,10,4,3,7,7,3,7,10,220,10.072727272727272
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,9,No,14,3,1,1,10,2,3,8,7,0,5,8,176,66.55113636363636
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,4,Yes,14,3,4,0,10,4,4,1,0,0,0,10,220,35.731818181818184
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,2,No,14,3,3,0,9,5,3,5,2,1,4,8,176,21.068181818181817
47,No,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,9,Yes,12,3,4,2,28,2,2,22,2,11,13,10,220,62.59090909090909
30,No,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,7,No,23,4,4,1,10,2,2,8,7,7,7,8,176,30.136363636363637
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,1,No,11,3,3,0,1,6,3,1,0,0,0,8,176,15.011363636363637
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,6,Yes,12,3,4,0,7,2,3,2,2,2,2,10,220,12.540909090909091
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,3,No,18,3,3,1,7,5,3,2,2,2,2,8,176,38.65909090909091
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,3,No,11,3,4,0,10,2,3,5,1,4,3,8,176,34.89772727272727
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,1,No,14,3,4,1,5,2,4,4,3,0,2,8,176,14.204545454545455
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,9,No,15,3,3,1,12,3,1,8,3,3,6,8,176,36.30113636363637
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,7,No,11,3,3,0,30,1,2,10,7,1,1,8,176,63.08522727272727
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,0,Yes,20,4,4,0,5,2,2,4,2,2,3,10,220,10.645454545454545
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,8,No,19,3,1,0,9,2,1,7,6,0,7,8,176,38.69886363636363
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,1,No,14,3,4,2,2,2,3,2,2,2,2,8,176,13.051136363636363
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2,No,17,3,4,0,19,4,3,2,2,2,2,8,176,13.920454545454545
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,2,No,11,3,1,1,16,2,4,1,0,0,0,8,176,28.9375
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,1,No,15,3,4,2,10,2,3,10,8,4,7,8,176,30.164772727272727
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,6,Yes,13,3,2,1,6,0,1,1,0,0,1,10,220,13.895454545454545
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,3,No,14,3,3,1,7,3,3,0,0,0,0,8,176,29.09659090909091
52,No,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,1,No,11,3,1,0,34,3,4,34,6,1,16,8,176,95.77272727272727
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,1,Yes,13,3,3,0,10,2,2,10,9,7,8,10,220,12.209090909090909
25,No,Travel_Rarely,883,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,1,No,23,4,2,0,6,5,2,6,5,1,4,8,176,35.11363636363637
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,0,No,13,3,1,0,9,3,3,8,7,3,1,8,176,37.68181818181818
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,1,No,18,3,4,0,2,3,3,2,2,0,2,8,176,19.914772727272727
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,4,Yes,12,3,4,0,8,2,3,5,4,1,3,10,220,29.077272727272728
34,No,Travel_Rarely,304,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,1,No,22,4,3,0,6,5,3,6,5,1,4,8,176,35.64772727272727
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,5,Yes,13,3,4,1,24,2,3,5,2,1,4,10,220,90.26818181818182
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,1,No,15,3,2,0,10,1,3,10,7,0,9,8,176,43.10795454545455
52,No,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,0,No,18,3,1,1,5,3,3,4,3,1,2,8,176,24.193181818181817
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,3,No,14,3,1,1,5,2,3,2,2,2,0,8,176,24.795454545454547
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4,No,12,3,1,1,11,3,2,8,7,1,1,8,176,24.630681818181817
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,6,No,17,3,3,0,6,2,2,4,3,1,2,8,176,30.261363636363637
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,2,No,16,3,3,0,10,2,3,4,2,1,3,8,176,18.636363636363637
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,9,Yes,11,3,2,2,9,4,3,5,3,1,4,10,220,24.931818181818183
27,No,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,0,No,19,3,2,1,5,3,3,4,2,1,1,8,176,24.670454545454547
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,0,Yes,13,3,2,2,6,3,2,5,3,4,3,10,220,12.645454545454545
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,6,Yes,12,3,4,0,17,2,3,15,7,4,12,10,220,27.181818181818183
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,1,No,11,3,3,0,6,3,3,6,5,1,3,8,176,24.892045454545453
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,1,No,16,3,2,1,3,1,2,3,2,0,2,8,176,14.613636363636363
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3,No,21,4,3,2,7,2,3,2,2,0,2,8,176,21.77840909090909
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,1,No,24,4,4,1,8,2,3,8,7,3,7,8,176,24.113636363636363
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,5,No,17,3,2,1,6,1,3,3,2,1,2,8,176,36.93181818181818
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,1,No,13,3,2,1,24,4,2,24,7,14,9,8,176,104.7159090909091
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1,Yes,21,4,3,2,1,2,3,0,0,0,0,10,220,7.277272727272727
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,1,No,11,3,3,3,1,4,3,1,0,0,0,8,176,15.306818181818182
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,8,No,20,4,2,1,9,3,3,5,2,1,4,8,176,17.892045454545453
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,5,No,16,3,4,0,30,3,3,4,3,0,3,8,176,100.2215909090909
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,1,Yes,11,3,4,1,1,1,3,1,0,0,0,10,220,10.540909090909091
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,0,No,11,3,4,0,14,3,4,13,9,3,7,8,176,66.42613636363636
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5,No,15,3,3,0,6,3,3,3,2,0,2,8,176,30.25
47,No,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,1,Yes,11,3,3,1,26,3,2,26,14,3,0,10,220,76.14545454545454
36,No,Travel_Rarely,676,Research & Development,1,3,Other,3,Female,35,3,2,Manufacturing Director,2,Married,0,No,15,3,1,1,10,2,3,9,7,0,5,8,176,29.704545454545453
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,1,No,24,4,3,1,10,3,3,10,7,0,7,8,176,15.340909090909092
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,7,Yes,12,3,4,0,40,2,3,31,15,13,8,10,220,87.48181818181818
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,3,No,13,3,3,0,7,0,3,2,2,2,2,8,176,14.238636363636363
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,9,Yes,13,3,4,1,8,4,3,4,3,0,2,10,220,27.554545454545455
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,6,No,17,3,4,0,5,3,2,2,2,2,1,8,176,24.897727272727273
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,4,No,13,3,2,1,8,2,3,5,2,0,4,8,176,12.176136363636363
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,3,Female,98,2,2,Manufacturing Director,3,Married,1,No,12,3,3,1,14,3,3,14,13,6,8,8,176,35.01136363636363
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,6,No,14,3,4,0,10,6,3,1,0,0,0,8,176,28.943181818181817
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,5,Yes,24,4,2,0,12,4,2,0,0,0,0,10,220,31.259090909090908
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,1,No,14,3,4,0,1,3,3,1,0,0,0,8,176,12.920454545454545
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,1,No,13,3,4,1,10,3,2,9,8,7,8,8,176,25.193181818181817
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,2,No,15,3,3,1,13,3,2,4,3,1,2,8,176,35.72727272727273
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,1,No,16,3,3,0,6,3,3,5,2,1,3,8,176,14.505681818181818
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,1,No,18,3,1,2,9,3,4,9,8,7,7,8,176,43.48863636363637
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,4,No,16,3,3,0,12,3,2,9,7,7,3,8,176,29.318181818181817
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,6,No,24,4,3,1,22,3,3,4,1,1,0,8,176,97.49431818181819
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,1,Yes,16,3,2,1,9,3,3,9,8,0,8,10,220,58.21818181818182
35,No,Travel_Rarely,950,Research & Development,7,3,Other,3,Male,59,3,3,Manufacturing Director,3,Single,3,No,21,4,2,0,17,3,4,8,5,1,6,8,176,58.07386363636363
28,No,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,1,Yes,20,4,1,0,8,2,3,8,7,7,5,10,220,21.722727272727273
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,0,No,19,3,3,1,4,1,1,3,2,0,2,8,176,21.232954545454547
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,1,Yes,14,3,1,1,8,2,3,8,7,1,7,10,220,10.754545454545454
27,No,Non-Travel,443,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1,No,11,3,3,3,0,6,2,0,0,0,0,8,176,9.693181818181818
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,2,No,14,3,3,1,29,2,2,20,6,4,17,8,176,92.6534090909091
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,9,No,12,3,4,0,10,2,2,5,2,2,3,8,176,33.71022727272727
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,Male,65,4,1,Research Scientist,1,Single,7,No,13,3,3,0,6,3,2,4,3,0,1,8,176,19.454545454545453
33,No,Travel_Rarely,586,Sales,1,3,Medical,1,Male,48,4,2,Sales Executive,1,Divorced,1,No,22,4,1,1,9,5,3,9,8,0,8,8,176,22.9375
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,1,No,11,3,4,0,6,3,2,6,5,1,1,8,176,14.539772727272727
36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,1,Yes,14,3,4,1,18,1,2,18,14,4,11,10,220,28.186363636363637
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,2,No,11,3,3,1,8,3,2,5,2,0,3,8,176,25.017045454545453
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,9,No,12,3,2,1,10,3,2,5,4,0,3,8,176,21.369318181818183
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,Female,78,2,3,Sales Executive,4,Married,7,Yes,18,3,4,1,35,3,3,5,2,0,4,10,220,49.7
45,No,Travel_Rarely,930,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,4,Yes,12,3,3,1,18,2,3,5,4,0,2,10,220,48.913636363636364
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,3,Female,91,4,2,Research Scientist,3,Married,5,No,12,3,3,1,9,3,2,5,3,1,3,8,176,29.40340909090909
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,3,Female,81,2,4,Manufacturing Director,4,Married,3,No,22,4,3,0,31,3,3,9,8,0,0,8,176,78.55681818181819
37,No,Travel_Rarely,342,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,4,No,19,3,4,2,9,2,3,1,0,0,0,8,176,35.98863636363637
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,1,No,13,3,4,1,6,6,3,5,1,0,4,8,176,28.045454545454547
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,4,Male,33,2,2,Manufacturing Director,4,Married,6,No,22,4,1,2,4,2,1,2,2,2,2,8,176,27.130681818181817
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,2,Yes,24,4,3,1,10,2,2,3,2,0,2,10,220,12.809090909090909
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,5,Yes,14,3,4,0,8,2,3,2,1,2,2,10,220,11.431818181818182
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,0,No,21,4,3,0,6,3,3,5,4,0,3,8,176,13.306818181818182
25,No,Travel_Rarely,141,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,1,Yes,18,3,4,0,5,3,3,5,3,0,3,10,220,19.063636363636363
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,1,Yes,20,4,2,1,17,2,3,17,14,5,15,10,220,48.56818181818182
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,1,Yes,19,3,1,1,10,3,2,10,2,7,8,10,220,9.190909090909091
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,4,Male,61,3,1,Laboratory Technician,4,Divorced,0,No,12,3,2,1,4,2,3,3,0,0,2,8,176,13.147727272727273
25,No,Travel_Rarely,583,Sales,4,1,Marketing,3,Male,87,2,2,Sales Executive,1,Married,1,No,12,3,1,0,5,1,4,5,2,0,3,8,176,24.181818181818183
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,3,Female,36,3,1,Research Scientist,1,Married,2,No,16,3,2,1,7,2,3,4,2,0,2,8,176,20.34090909090909
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,0,No,17,3,4,0,6,2,2,5,2,3,4,8,176,17.96590909090909
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,2,Male,48,3,2,Sales Executive,2,Married,1,No,14,3,4,1,10,3,3,10,8,5,3,8,176,37.06818181818182
38,No,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,0,No,19,3,4,1,3,3,3,2,2,1,2,8,176,16.47159090909091
42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,2,Yes,13,3,2,1,17,1,2,5,3,1,3,10,220,23.777272727272727
